sample	name	class
SRS1758082	strawberry_cough	sativa
SRS1758435	strawberry_cough_1	sativa
SRS1758451	strawberry_cough_2	sativa
SRS4167364	strawberry_cough_3	-
SRS4167410	strawberry_cough_4	-
SRS1758293	strawberry_diesel	hybrid
SRS4167857	strawberry_diesel_og	-
SRS1759507	strawberry_ice	sativa
SRS1758462	strawberry_rhino	unknown
SRS4167512	strawberry_satori	-
SRS4167640	strawberry_satori_1	-
SRS1758262	strawberry_sour_diesel	hybrid
SRS4167481	strawberry_switchblade	hybrid
SRS4167563	strawberry_tangie	-
SRS1758090	s.t.u_acdc	hybrid
P1_B04_H_0008_2	suditalien_or_sudi	hemp
SRS1760251	sugar_berries	unknown
SRS1758034	sugar_black_rose	indica
SRS4167491	sugar_calyx	-
SRS1760371	sugar_plum	sativa
SRS4167671	suicide_girl	-
SRS1759449	sumatra	unknown
SRS1758563	sumatra_tuk_tuk	unknown
SRS1757984	summit_star	unknown
SRS1758296	summit_sweet_skunk	unknown
SRS1757929	sunset_sherbert	hybrid
SRS1758343	sunset_sherbert_1	hybrid
SRS4167493	sunset_sherbert_2	-
SRS4167727	sunset_sherbert_3	-
SRS4168009	sunset_sherbert_4	-
SRS4169374	sunset_sherbert_5	-
SRS4168072	sunset_sherbert_b	-
SRS4167534	sunset_sherbet	-
SRS4168017	sunset_sherbet_1	-
SRS4167499	sunshine_8	-
SRS1758113	sunshine_daydream	indica
SRS4167483	sunshine_daydream_1	indica
P2_G09_M_0081	super_bud	hybrid
P2_G08_M_0080	super_critical	hybrid
SRS4167776	super_fruit	-
SRS4167697	super_glue	-
P2_H06_M_0090	super_lemon_haze	hybrid
SRS1362439	super_lemon_haze_1	sativa
SRS1757945	super_lemon_haze_2	sativa
SRS1758060	super_lemon_haze_3	sativa
SRS1758132	super_lemon_haze_4	sativa
SRS1760254	super_lemon_haze_5	sativa
SRS4169715	super_lemon_haze_6	-
SRS1760344	super_lemon_og	hybrid
SRS4169468	super_orange_crush	-
P2_E05_M_0053	super_silver_haze	hybrid
SRS1758114	super_silver_haze_1	sativa
SRS1758135	super_silver_haze_2	sativa
SRS4167764	super_silver_haze_3	-
SRS4169447	super_silver_haze_4	-
SRS1758193	super_skunk	indica
SRS1757947	super_sour_diesel	sativa
SRS4167445	super_sour_diesel_1	-
SRS4167627	super_widow	-
SRS4169512	sware	-
SRS1758417	swaziland_great	unknown
SRS4167847	swazi_ptg	-
SRS4167778	swazi_queen	-
SRS1431832	sweet_afghani_delicious	hybrid
SRS4167902	sweet_and_sour_widow	-
SRS4169779	sweet_irish_kush	-
SRS1758485	sweet_island_skunk	sativa
SRS1760318	sweet_island_skunk_1	sativa
SRS4169504	sweetog	-
SRS4167517	sweet_og	-
SRS4167214	sweet_relief_og	-
SRS1431838	sweet_skunk	sativa
SRS1758001	sweet_tooth	indica
SRS4169639	sweet_tooth_1	-
SRS1758051	sweet_tooth_no1	indica
SRS1758058	swiss_gold	sativa
SRS4169663	swiss_toowin	-
SRS4167908	swiss_tsu	-
SRS4167694	syndicate_og	-
SRS4167541	t1	-
SRS4169616	tahoe_cure	-
SRS1760271	tahoe_og	hybrid
SRS4169464	tahoe_og_1	-
SRS4169426	tahoe_thunder_skunk	-
SRS1758365	taint	unknown
SRS1758187	tangerine	hybrid
SRS1760326	tangerine_1	hybrid
SRS1758230	tangerine_dream	hybrid
SRS1360603	tangerine_haze	sativa/hybrid
SRS1757923	tangerine_haze_1	sativa/hybrid
SRS1758370	tangerine_og	unknown
SRS4167274	tangerine_power	-
SRS1758099	tangerine_tahoe	unknown
SRS1757949	tangie	sativa
SRS1758455	tangie_1	sativa
SRS4169361	tangie_2	-
SRS4169670	tangie_3	-
SRS1760347	tangie_a	sativa
SRS4167409	tangie_biscotti	-
SRS1757959	tangie_c	sativa
SRS4168069	tangie_cure	-
SRS4169620	tangieland	-
SRS4169631	tangieland_1	-
SRS4169789	tangie_prime	-
SRS1758404	tanzanian_a	unknown
SRS1757939	tanzanian_b	unknown
SRS1760276	tanzanian_c	unknown
SRS4167668	tba	-
SRS4167488	tbd	unknown
SRS4167670	tbd_1	-
SRS4167761	tbd_2	-
SRS4169431	tcbd_718	-
SRS4167496	temple_bud	-
SRS1760293	temple_og	unknown
SRS4167675	tenzin_kush_2	-
SRS4167599	tenzin_kush_4	-
SRS4167317	tesla_tower	-
SRS4169689	texada_timewarp_twister	-
SRS1758258	thai	sativa
SRS4167987	thai_1	-
SRS4169538	thai_afghan	-
SRS1758505	thailand	sativa
SRS1758543	thailand_1	sativa
SRS1759451	thailand_2	sativa
SRS1759484	thailand_3	sativa
SRS4167989	thai_medicine	-
SRS4167570	thai_stick	-
SRS4167571	thai_stick_1	-
SRS4167982	thai_stick_2	-
SRS4167569	tha_melon	-
SRS4167873	that_70s_kush	-
SRS4169430	that_70s_strain	-
SRS4169470	the_black_beauty	-
SRS4169598	the_cats_meow	-
SRS4169376	the_clone_zone	-
SRS4167264	the_cube_x_magnum_opus	-
SRS4167403	the_death	-
SRS4167382	the_essence_purple	-
SRS4169556	the_future	-
SRS1758031	the_grapes	unknown
SRS1758423	the_helper	unknown
SRS1760285	the_l_word	unknown
SRS4167591	the_mrs_	-
SRS4169762	the_okra	-
SRS4169739	the_one_bc_1	-
SRS4168043	the_renegade	-
SRS1431853	the_sauce	hybrid
SRS1431889	the_sauce_1	hybrid
SRS1760267	the_star	unknown
SRS1758117	the_white	hybrid
SRS4167714	the_white_1	-
SRS4169422	third_eyegasm	-
SRS4169657	thunderbird_rose	-
SRS1758492	tian_shui_giansu_china	unknown
SRS1758564	tian_shui_giansu_china_1	unknown
SRS1758049	tickle_kush	hybrid
SRS4168038	timewreck	-
SRS4169492	timewreck_1	-
SRS1758561	tj	unknown
SRS4169362	tjs_cbd	-
SRS4167282	to_be_determined	-
SRS4167209	tony_clifton	-
SRS1362449	tora_bora	indica
SRS4167213	tora_bora_pakxaf	-
SRS1758516	toto	unknown
P2_G11_M_0083	trainwreck	hybrid
SRS1431941	trainwreck_1	hybrid
SRS1431956	trainwreck_2	hybrid
SRS1757954	trainwreck_3	hybrid
SRS1758116	trainwreck_4	hybrid
SRS1760259	trainwreck_5	hybrid
SRS4169370	trainwreck_6	-
SRS1758251	trainwreck_a	hybrid
SRS1758134	trainwreck_b	hybrid
SRS1758253	trainwreck_c	hybrid
SRS4167401	trainwreck_t4	-
SRS4167709	tree_of_life	-
SRS4169706	triad_og	-
SRS4167661	triangle_kush	-
SRS4168066	triangle_mints	-
SRS1758363	trident	hybrid
SRS4169365	trident_1	-
SRS1758210	triffid	unknown
SRS4169524	trinidad_og	-
SRS1758044	trinity_blueberry	unknown
SRS4169791	triple_haze	-
SRS4167946	tropicana_cookies	-
SRS4169423	tropicana_cookies_1	-
SRS4169685	truberry_og	-
SRS1431969	true_kosher_kush	indica
SRS1758263	true_purple	unknown
SRS1758153	tuffalo_durban	unknown
SRS4167169	tundra_jane	-
SRS1758268	twilight	unknown
SRS4167969	twisted_siskiyou	-
P1_H07_H_0046_2	tygra	hemp
SRS1758089	tyra_banks_conspiracy_kush_no5	unknown
SRS4167637	udikki_kerela	-
SRS1757969	u-dub	unknown
SRS1758094	ukaw_1	unknown
SRS1760341	ukaw_2	unknown
SRS1758300	uk_cheese	hybrid
SRS1758016	unclebuds_j1	unknown
SRS4167602	uncle_fester_skunk18	-
SRS4167550	underdawg	-
P1_A08_H_0004_2	uniko_b	hemp
SRS4167716	unk	-
SRS4167295	unknown	-
SRS4167411	unknown_1	-
SRS4167699	unknown_2	-
SRS4167936	unknown_3	-
SRS4167444	unknown_13	-
SRS4168075	unknown_12	-
SRS4167441	unknown_14	-
SRS4168076	unknown_9	-
SRS4167301	unknown_from_cali_connection	-
SRS1758517	unknown_no1	unknown
SRS1758518	unknown_no2	unknown
SRS4167631	unknown_strain_no_name	-
SRS1758102	uw	indica
SRS4167203	uw_1	-
SRS1760304	uw_purple	unknown
SRS1758092	uw_purple_kush	unknown
SRS1758497	uzbekistan_p4	unknown
SRS1758488	uzbekistan_p5	unknown
SRS4167398	v21	-
SRS4167965	valley_fire	-
P2_B10_M_0022	vanilla_haze	hybrid
SRS1758246	vanilluna	hybrid
SRS4169738	velvet_sunrise_5	-
SRS1758084	venice_og	sativa
SRS4167350	venom_og_52	-
SRS4167292	vera_cruz__mexico	-
SRS4167913	vertigo_sbg	-
SRS1758463	vietnam_delat	unknown
SRS4167954	vino_og_1	-
SRS4168062	vino_og_2	-
SRS4167362	vino_og_3	-
SRS1758023	vintners_moonshine	unknown
SRS1431944	violator_kush	indica
SRS4167646	violator_kush_1	-
SRS1758403	violet	unknown
SRS1760299	violet_delight	hybrid
SRS4169716	violet_delight_1	-
SRS4167388	violet_femme	-
P1_B12_H_0012_2	vir_541	hemp
P1_C04_H_0014_2	vir_575	hemp
P1_C08_H_0016_2	vir_577	hemp
SRS4169518	vitajay	-
SRS1758033	vl	unknown
SRS4167914	volcano	-
SRS4167236	voodo_chili	-
SRS4167855	voodoo_chile	-
SRS4168039	voodoo_chile_1	-
SRS4169359	voodoo_chile_2	-
SRS1760343	voodoo_kush	unknown
SRS1758098	vortex	sativa
SRS4169371	vortex_1	-
SRS4167836	vortex_gods_pussy	-
SRS4167612	voyager_1	-
SRS4169785	voyager_1_1	-
SRS1431812	waf_b	unknown
SRS4167589	wah_27	-
SRS4167705	wailua	-
SRS4169605	wappa_rihanna	-
SRS1758554	watkins	unknown
SRS1760351	wedding_cake	hybrid
SRS4167167	wedding_cake_1	-
SRS4167903	wedding_cake_2	-
SRS4168059	wedding_cake_3	-
SRS4169793	wedding_cake_4	-
SRS4167692	weeel_bros	-
SRS4167272	wesleys_wish	-
SRS1757952	whitaker_blue	indica
SRS1759506	white_afghan	unknown
P2_E08_M_0056	white_berry	hybrid
SRS1760307	white_buffalo	sativa
SRS4169682	white_buffalo_1	-
SRS1758289	white_cashmere	unknown
SRS1758224	white_cc9	unknown
SRS4168046	white_cherry_truffle	-
SRS1431819	white_cookies	indica
SRS4167439	white_cookies_1	-
SRS4169583	white_cookies_2	-
P2_F10_M_0070	white_domina	indica
SRS1758406	white_fire	hybrid
SRS1758409	white_fire_1	hybrid
SRS4167955	white_fire_43	-
SRS1758383	white_fire_a	hybrid
SRS1757974	white_fire_alien	hybrid
SRS1758356	white_fire_alien_og	unknown
SRS4169615	white_haze	-
SRS1967036	white_master_kush	unknown
P2_B07_M_0019	white_rhino	hybrid
P2_F01_M_0061	white_rhino_1	hybrid
SRS1757981	white_rhino_2	indica
SRS1758197	white_ribbon	unknown
SRS1758093	white_russian	hybrid
SRS4167520	white_russian_1	-
SRS1758270	white_siberian	hybrid
SRS4167521	white_super_skunk	-
SRS4167333	white_tahoe_cookie	-
SRS4169641	white_tahoe_cookie_1	-
SRS4168049	white_triangle	-
SRS4169755	white_walker	-
SRS4169792	white_walker_1	-
SRS4167421	white_water_kush	-
SRS1362460	white_widdow	hybrid
P2_B08_M_0020	white_widow	hybrid
P2_D10_M_0046	white_widow_1	hybrid
SRS1431835	white_widow_2	hybrid
SRS1758361	white_widow_3	hybrid
SRS1760284	white_widow_4	hybrid
SRS1760361	white_widow_5	hybrid
SRS4167315	white_widow_6	-
SRS4167956	white_widow_7	-
SRS1760310	white_widow_1.1	hybrid
SRS1098431	wifi	unknown
SRS1099977	wifi-2130	unknown
SRS4167542	wifi_3	-
SRS1758055	wifi_og	unknown
SRS4167993	wifi_o_g_	-
SRS1758366	williams_wonder	unknown
SRS4167227	willie_nelson	-
SRS4169523	willy_gs_lebanese	-
SRS1760336	wombat	unknown
SRS4167464	wonder_dawg	-
SRS4167782	wonder_dawg_1	-
SRS1431921	wonder_woman	indica/hybrid
SRS4169375	wookies	-
SRS4167492	wrecking_ball	-
SRS4167523	wtrx	-
SRS4167544	wu	-
SRS4167613	wubba_lubba_dub_dub	-
SRS1107974	wz	unknown
SRS1098430	wz_cbd	unknown
SRS4167870	x_18_male	-
SRS1431937	xj_13	unknown
SRS4169508	xj__13	-
SRS1758228	xj-b	unknown
SRS1758358	xmas_cookies	unknown
SRS1760286	xxx	indica
SRS1758445	yarkhun_e	unknown
SRS1758415	yarkhun_ws	unknown
SRS4169533	ylife	-
SRS1758341	ymca_no3	unknown
SRS1758547	yugoslavia	unknown
SRS1759470	yulong	unknown
SRS1757924	yummy	hybrid
SRS4167933	yummy_1	-
SRS1758567	yunnan_china	unknown
SRS1431878	z7	hemp
SRS4167846	zacatecas	-
SRS1758303	zambia	unknown
SRS1758304	zambia_1	unknown
SRS4167576	ziggy_sour_diesel	-
SRS4169625	zkittles_magoo	-
SRS4167560	zkittlez	-
SRS4167758	zkittlez_1	-
SRS4168008	zkittlez_2	-
SRS4169621	zkittlez_3	-
SRS4167311	zkittlez_bx	-
P1_D02_H_0019_2	zolotonsha_15	hemp
SRS4169549	zookies	-
SRS4167434	zurple_punch	-
